"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15"
"Coping_optimism",0.157130448309278,0.213000304534467,0.357229600232187,-0.0259412782437421,0.262819318678666,0.171850377916518,0.154811904407613,-0.0840119559133942,0.0150826775211353,-2.83367665066155e-08,0.086424477647776,0.136750852048121,-0.0828841731122239,-0.0170413384713888,0.115497420067134
"Coping_humor",0.374065147828435,0.0334314289950797,0.213711708447171,0.150354355045226,0.242511676864784,0.108851730229906,-0.0556447251828683,-0.0943340063075374,0.0808292112978965,-0.234822098141132,0.142101664583915,0.185059554248788,-0.0273358896167265,-0.0269360222674258,0.0784521911281523
"Coping_movies_TV_activities",0.294473126125897,0.135993279521048,0.416309204676678,-0.140809952086143,0.196762586953002,0.103648817724894,0.188303243670944,-0.0759971732050363,0.0942680767017806,-0.0758981752230417,0.0677680031277977,0.178299474715888,-0.00697194173334192,-0.126241020106825,-0.0157017055760245
"Coping_spiritual",0.0346763014246531,0.253469347839215,0.325340115862658,0.0146055424842289,0.224248529189155,0.231166168616238,0.130823441032442,0.084253240899119,-0.0615962413778411,0.164154450799062,-0.04884867777225,-0.0426798514071509,0.0255243410790074,-0.0428072579618943,0.0502282889804889
"Coping_outdoors",0.105931317586574,0.168464757590312,0.3352178118488,0.136309306748019,0.396824213449215,0.334931349786946,4.7809108130281e-06,4.06367636467949e-09,0.0345342932138323,7.07431073525798e-08,0.0345286045672166,-0.140999121318855,-0.0258628450886262,0.119898343585557,0.0373276603491486
"Coping_pleasurable_activities",0.0112677831269577,0.232535209028901,0.431854199373725,-0.0430210925326881,0.298074841553341,0.254131331283793,0.120992101414313,0.0377151159981107,0.0275122681124114,0.021378057836172,0.0321119911378993,-0.0361317474356967,2.34078063583807e-08,-0.0769949257424633,-0.0220471415235151
"Coping_not_show_emotions",0.348508979131901,0.14978205844514,0.306890714746764,-0.101595269277311,0.131967839966422,0.0575691508151915,0.133964429115809,-0.0928309000222925,0.0463865362710511,0.0484168500361311,0.119771830603071,0.117020290284603,0.0641407172416737,0.0112372823134361,0.0857715677194586
"Coping_exercise",0.0798551987505906,0.205986462841695,0.347754649592815,0.103454273181595,0.343619128181622,0.357347165660801,-0.0405004138577436,0.0494592118688009,-0.011659760236211,0.056343182324806,-4.28880204195246e-08,-0.187288256326864,0.0330076954672613,0.118547951086043,-0.0834143552614358
"Coping_nutrition",-0.026930817853222,0.227457573357929,0.370838847920542,0.0403992359582667,0.284095558774528,0.368724895868542,-4.39074501620677e-06,0.175925832262587,-0.0255410821682325,0.137972467948291,-0.0208691794333371,-0.184067943521932,0.0222403198265495,0.0439307400025375,-0.0787193354107967
"Age",-0.0734717623511892,0.0300117078660132,0.0196080413291378,-0.0593664086927189,-0.0745806649118933,-0.027063462439111,6.01166707646004e-06,0.0789483607314473,-0.141210285560344,0.0607953122850515,0.0326191427478805,-0.0587468978361962,0.0828490720052601,-0.100179446318122,0.0733905385563664
