"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15"
"Employment_status",-0.00213727810061462,-0.0312313539040092,0.0213650560886488,0.0224027833540234,0.0736116580001603,-0.0291319265495664,-0.133519381634633,0.0441986754301503,0.0870772732756516,-0.0643974099942897,0.152579989951097,-0.295232465442196,-0.0267975096798543,-0.0658731763953943,0.334474305931137
"Academia_status",-0.0662350782850226,-0.0226368808122086,0.0561729875216377,-0.0312431498871966,0.00874197059212249,-0.0103863427668598,-0.101318527008682,-0.100343126517555,0.071865883728521,0.0130786260057772,0.452575487780257,-0.0289339265856921,-0.0614665945436088,0.0209321945387719,0.0389048733466153
"Vote_2020",0.0416357859638193,-0.00966640820464814,-0.0674310971748895,-0.0665004263602141,0.0289396670410775,-0.00256324784978731,0.0101490628287055,0.0527990947266907,-0.0107230985373432,-0.02902310264504,-0.0228850004225778,-0.150892106491786,0.569846519008909,0.00932576201600398,0.0152937429631927
"Political_affliation",0.00499438680579298,-0.00448893344248328,0.0319214138615965,0.0135512582601832,0.0473850724405634,0.0351913562989533,-0.0853037996647198,-0.0170479277016331,0.0110543775824752,0.025928982592552,0.0482016014175602,0.0987354318669712,0.566935650372387,-0.0679084789374559,-0.025076842299241
"Political_views",-0.0175093000610964,-0.0432647199970723,0.0208637761954855,-0.156746188911719,0.0559965212600039,-0.00911302068477065,-0.0225804598814107,0.026527882032687,-0.0602039092019008,0.0122831846981237,0.281411758055317,-0.0521667010704813,0.204311106105626,-0.0330079850536049,-0.00103841701626298
"Find_out_study",-0.0588747616350151,-0.00156282311460089,0.0406977291585663,0.117139437170883,-0.0996344118265691,-0.0418939691500348,0.0567847539000692,-0.0167672242091794,0.0191874697866216,-0.207780711024828,0.292570935062096,0.039529403167824,0.0768978097293088,-0.0968354803104091,-0.00474853315056829
"GAD7_Q1_Feeling_nervous_Recode",0.0509515344345882,0.592344526495723,0.145884872796688,0.019077308702624,-0.0188054072278958,0.042296169364574,0.0605988766281533,0.0250905334078507,-0.0403928473274131,-0.0765282578784811,-0.0272935925805091,0.0159974257729576,0.012297957526627,0.0601400398692169,0.0413686259741633
"GAD7_Q2_cannot_stop_worrying_recode",0.00692582644809203,0.885687446899308,0.035353659844002,-0.0183188219574862,0.036064598198456,-0.00713424236473779,-0.0110594431426091,-0.011404083498004,-0.0205367698683948,0.00360913728270126,-0.0577906854814149,-0.00761130621963265,-0.0059186810341832,-0.0430402404138569,-0.019206032889074
"GAD7_Q3_worrying_too_much_recode",0.0210138606617984,0.875902413710695,0.0215307126616655,0.0133410324876801,-0.0303030419941185,0.0128391732356434,0.0227076078535978,0.012158823282518,-0.0104699167020415,0.00111955991035713,0.0421376224568311,-0.015790836840054,0.00272525465137206,-0.0321839686238802,0.00106345735132644
"GAD7_Q4_trouble_relaxing_recode",0.0406425178160371,0.53519524446838,0.12704325636617,8.26557284264633e-05,-0.00878281390303445,0.0225788057322527,-0.00439075562937443,0.040624184460569,0.0136205728469999,0.00896964145151469,0.0988467300175445,0.0154255774244076,-0.0227520217845754,0.340622621323017,-0.0636386421543839
"GAD7_Q5_restless_recode",0.0930354240496647,0.332036279627817,0.0494377580811688,-0.0510100503361962,0.0337344989177472,0.0573433210269614,-0.011142860714926,0.00874442424812387,-0.0321372446328436,0.012007044891577,-0.0244036465352688,-0.0303026276112923,-0.00410019016937554,0.487202937705399,-0.0217558647014366
"GAD7_Q6_irritable_recode",0.00719129225964032,0.424235655079222,0.207853277184579,0.0609463711951476,-0.0750755315058129,0.0372923406885378,0.111755902459861,0.0371662332640505,-0.0647025468391698,0.054675291737123,0.0098801618023145,0.0354578291356978,0.105974469302874,0.161389609911041,-0.0227296482162164
"GAD7_Q7_afraid_something_bad_recode",0.0628444746943449,0.579741719099535,0.0227774010133706,0.0233189077663534,0.00105342714304749,0.0642434989356036,0.018521026460732,0.0207201836361174,-0.0119818838698353,0.0375800521714943,-0.0272225211101694,0.00158655180613516,0.0246428060639535,0.202323570050766,0.0897973154764525
"PHQ9_Q2_Feeling_down_recode",0.104419332463372,0.222622656169397,0.525111495110202,-0.0454594868995396,-0.0174719480822788,0.080967328340106,0.0111526478123607,-0.0339970794138375,-0.0211703994401835,-0.0106954167624918,-0.0268773326329464,-0.0139033793608716,0.0356062247924776,-0.0560998821327314,0.114075802387659
"PHQ9_Q3_Trouble_sleep_recode",0.0270186982146966,0.052500170731368,0.711319523955625,0.0194769290718116,-0.0112764179729595,0.0346026874601143,0.0019693560556421,-0.00659846832874442,0.00746163343792102,-0.0202178756230992,0.0561948850542077,0.0143342781225634,-0.0157457525872912,0.0151462193275479,-0.0614739540030699
"PHQ9_Q4_tired_low_energy_recode",0.0293064707144037,0.0442736179316313,0.808545114644262,-0.0123522645742153,0.00180877919511117,-0.0193069211905129,0.0416830600590949,0.0268310310712967,-0.0137299574597566,-0.0590713485141508,0.020772946542808,0.0182238659171506,-0.0194381456795599,-0.0547441329703756,-0.0366419886242815
"PHQ9_Q5_Poor_appetite_overeating_recode",0.00625729066788911,-0.0153446548047631,0.654988846219241,-0.0028836603962274,-0.0478836147617054,0.0347087750260697,0.0337376425007864,-0.000739826203617842,-0.0733785325360783,0.0403534458212946,-0.0124156304876514,-0.0135353034609249,0.00805437549598502,0.123904618977505,0.0110479123952035
"PHQ9_Q6_Feeling_bad_about_self_recode",0.0543821880686238,0.21264398385519,0.511327969708987,0.0343543370576485,-0.0379383707489069,0.0265628131291605,0.0354370153063517,0.0329321868513634,0.0106141360133504,0.0444040880640839,-0.0819643649744958,-0.0543644448901696,0.0818249623108743,0.0152209770221999,0.0888370157300132
"PHQ9_Q7_Trouble_concentrating_recode",0.0634657119114921,0.134855339522969,0.433662952264704,-0.000418555938267539,0.0581186045508912,0.0249650047361189,-0.0586622725848065,-0.0206313942475047,-0.0209664341931585,-0.0250593594006822,-0.112062461788718,0.00639270290261213,0.0241393416849921,0.236696057968664,0.119548224164062
"PHQ9_Q8_thinking_slowly_fidgety_recode",0.0324113285298614,0.0578154348884571,0.326503317865345,-0.0407372296793114,0.118180787087829,0.0660727027372287,-0.0819574241394205,0.0301756534408692,0.00321209631878756,0.0975368627193923,-0.177098042081144,-0.0585529101992836,0.0513034958466186,0.328039162303926,0.0877166446476848
"PHQ9_Q9_SI_Thoughts_recode",0.00967375059075031,0.0879808097729971,0.289409045395391,-0.0578569864954063,0.0626702213916058,0.0351873928490906,-0.0658269779255309,0.000500724177844881,-0.0191076637740831,0.154680231287169,-0.307925840914956,-0.00908542447708286,0.0525560018041221,0.241188323802109,0.128233719596763
"PHQ9_Q10_Impact_of_Problems_recode",0.0939139163050803,0.218595750555358,0.334047662542042,0.0459997228409928,-0.0328659144358996,0.0497154005676861,0.0621296762910527,0.0141459984133109,-0.0324514733398156,0.011985361128535,-0.0531099260554352,-0.0680770338965428,0.0196973280196367,0.131379577590623,0.0419283833992928
"Covid_wellbeing_overall_recode",0.71931975066909,0.00692382381975475,0.0505918436509918,0.00901025078508397,0.0589616775306781,0.032032722047135,-0.0696964978124543,0.0317529370890944,-0.0298511404713942,0.0465174707617969,-0.0675833023875636,-0.046622583212133,-0.0458486562168997,-0.029236666376613,-0.101865782446569
"Covid_Wellbeing_Physical_recode",0.672941349038392,-0.0177798437711526,0.0354931474368253,-0.0592422123186912,0.0568897449054077,-0.011414267198583,-0.105771055844064,0.0323274965798762,-0.0926179886155157,0.0727240869756187,-0.124291883258889,-0.0681301813117778,-0.0772463349488532,-0.0344418467055862,-0.0424112296041693
"Covid_wellbeing_Emotional_recode",0.90827304950081,0.0325727860522749,-0.0690912244945169,0.0110346370232173,-0.0324533005458585,0.00307115961728844,0.0365813203302877,0.00191177709424402,0.0074039023473518,-0.0132333282565185,0.0108888650895456,0.0246685278978911,0.0370141316161687,0.0280029090514483,0.0768320936254589
"Covid_wellbeing_psychological_recode",0.846623572723587,0.0210166253954876,0.0441298084480294,0.00460149330825099,-0.0378692626752969,-0.00361081240583067,0.047032315114201,-0.0263443938542213,0.0162740137658117,-0.0428465808061847,0.0373605695186701,0.0589540682851121,0.0526461722903919,0.0278099468510027,0.0366097096762649
"Covid_wellbeing_social_recode",0.576009706305967,-0.0549573431342268,0.0521595770110483,0.0857495937057339,-0.0103565603197701,0.0445414369778516,0.0560724181251872,-0.00412347890443539,-0.0251386104395586,-0.0343237866962736,0.0497034029230818,0.0506831885096548,-0.0358182489442056,-0.0159027137563504,-0.019110493894094
"Covid_wellbeing_financial_recode",0.523130557039002,0.0159643003346416,0.116465713940607,0.036340167686903,0.0182428895496528,0.0559432384961389,-0.0133322430479926,-0.0125374535663787,0.00112395157103422,0.0874038310662699,0.119029416915381,-0.185930470217101,-0.0638113914756049,-0.0449157250431345,-0.25652701749363
"Followed_Protests_recode",0.0929737914887353,0.0670511289899446,-0.11317106329742,0.502009812828627,0.0529201521479947,0.0610505435517195,0.000713545936678571,-0.00208250546614525,-0.0353203621188192,-0.0346082409215444,-0.139765473075116,0.0665969111980916,-0.145099503074734,0.0834081176509093,-0.139269338941868
"Protests_support_recode",0.00385287763068013,0.0087675793070897,0.0108947765282941,0.750432524812633,0.0592974569923614,-0.0405296012716532,-0.085826473751906,-0.00744366787613138,-0.0315345122579556,-0.11236529083785,-0.0606897891246324,-0.0171032147610565,0.0155822848549778,-0.00140639909600358,-0.0473076509305508
"Approval_Trump_Protests_recode",0.00346367879586927,0.0621702897658612,-0.0606384782264925,-0.133152674840246,-0.00465890831886092,-0.00355422561189956,0.0103250045986438,0.0313643750494273,0.0346399628856794,0.658357170999764,-0.0909573548140306,-0.0409359053538437,0.0565352539266844,-0.00679257286435253,-0.075345775221034
"Protests_appropriate_response_recode",-0.0123183044438189,-0.09361323819559,0.0594487324077645,0.584740557683453,-0.0137195853616494,-0.019626896842956,0.0591161331832774,-0.00417974404270135,0.000792526523919864,0.179082316305993,0.0261040001876738,0.0324609626142107,-0.00285651433837044,-0.00325118367260886,0.116599000851462
"Protests_propertydamanage_undermine_recode",0.0171595812206509,-0.00377558835150532,0.02070258891033,0.296508450764448,-0.0545208372411265,-0.0311402427244874,0.0769527389239048,-0.0247808133099596,0.000959964418742748,0.349552130067232,0.163783970135274,0.0498298830876329,-0.0510661641473505,-0.115978707101232,0.112470501106597
"Protests_sympathy_recode",0.0188006703570984,0.00977783951778725,-0.0370733940391657,0.665724991283743,-0.0275771772902732,0.0142369586826549,0.104440038114195,0.00470883819045939,0.0109431554950254,0.000800689545160794,0.0217154016958296,-0.00457170002064725,-0.0247938439091378,-0.0102125131032367,0.0847828827468766
"Protests_police_good_job_recode",0.015307349800543,-0.0675816265351469,-0.0207209138555333,-0.00104781173643197,0.046717222145824,-0.085432843243894,-0.0630092778781156,-0.014388141252972,-0.0170382307082634,0.616969892760468,0.101833374872447,-0.0106364011009322,-0.0573739788733545,0.00192090957969621,0.0601441395828777
"Prior_Covid_experienced_racial_discrimination_recode",-0.0120207356452653,-0.036007223905257,-0.00447120474380292,-0.03344799382205,0.0133750614367508,0.835157355400876,-0.0367677541012797,0.0080974361633167,-0.0184919642509091,-0.0345038609011632,-0.0032330462326811,-0.00663385477986508,-0.0120540842189074,0.0184833297262004,0.0327837911850701
"Covid_experienced_racial_discrimination_recode",-0.00342238403350754,0.00305927470285275,-0.0204786682116477,0.0207126575702009,-0.0163266548453962,0.914505983090592,0.0202714076577713,-0.0100877467373886,0.0113459773999826,0.0115341542975496,0.0124518420434062,0.00546078197648627,0.0158226709812093,-0.0417624323955345,-0.0147802165208832
